label_id,label_type,severity,gsv_panorama_id,zoom,heading,pitch,camera_heading,camera_pitch,user_id,lat,lng,geometry,cluster_id,clustered,cluster_label_count,way_type,distance_to_road,distance_to_intersection,tag,tag_count,description
18148,CurbRamp,2.0,GYx4IAGERtOANvcjtik1EQ,1,103.0,-25.25,178.58816528320312,0.981498718261718,bb78d1ab-85d6-4620-a1de-396a5785080a,45.311431884765625,-122.96582794189452,POINT (-122.96582794189453 45.311431884765625),852,1,3,residential,22.04450413069412,35.13703796257604,1.0,1.0,0.0
16636,NoCurbRamp,4.0,iLcXiP3TjHgcpjQEW1OjpA,1,320.0625,-0.1875,269.282958984375,1.941741943359375,001a41c7-cd74-411c-9e3f-959733a916c2,45.29119110107422,-122.96640014648438,POINT (-122.96640014648438 45.29119110107422),5550,1,2,tertiary,18.590595783430256,38.335349035726594,0.0,0.0,0.0
16637,NoCurbRamp,5.0,-4rqxfdCRGU5bLSyDWbAOg,1,27.9375,-19.6875,261.28302001953125,0.8192291259765621,001a41c7-cd74-411c-9e3f-959733a916c2,45.29119873046875,-122.9665985107422,POINT (-122.96659851074219 45.29119873046875),5662,1,2,residential,17.520023584673986,28.01135965973231,1.0,1.0,0.0
9495,NoSidewalk,4.0,cLtyBAkWJZurAHry56q6lA,1,156.25,-29.75,266.1076965332031,2.711875915527343,53c06498-dc15-40c3-895c-548f3102d528,45.32313537597656,-122.97355651855467,POINT (-122.97355651855469 45.32313537597656),9232,1,2,residential,20.951433077096112,0.0,0.0,0.0,0.0
9667,NoSidewalk,3.0,o9gozkLuyPQ3I-n6apu0-w,1,182.125,-18.125,356.8127136230469,1.395904541015625,8415a483-a9ce-43cd-9d11-4baaa6fc65ce,45.28897857666016,-122.97290802001952,POINT (-122.97290802001953 45.288978576660156),7175,0,1,residential,24.811160104498747,0.0,0.0,0.0,0.0
10196,NoSidewalk,3.0,gR7iwNFIn1AnxE9URcM9tQ,1,176.6875,-31.0625,178.9473876953125,2.3134536743164062,bf66138c-6ecf-4bea-8b0a-7485b5b171e9,45.31325149536133,-122.97046661376952,POINT (-122.97046661376953 45.31325149536133),10928,0,1,tertiary,17.45471307633852,0.0,0.0,0.0,0.0
251,CurbRamp,2.0,8DxpSYpiN0GJq96MEM4AQQ,1,356.1339416503906,-28.52009010314941,270.5429992675781,0.6031951904296871,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31746292114258,-122.97317504882812,POINT (-122.97317504882812 45.31746292114258),2294,1,3,secondary,25.71088208862411,55.586364083853226,1.0,1.0,0.0
252,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,3,65.60267639160156,-9.348214149475098,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31753540039063,-122.97325897216795,POINT (-122.97325897216797 45.317535400390625),3346,1,4,primary,29.36369508293028,57.41429911274189,1.0,1.0,0.0
253,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,3,95.83705139160156,-8.832589149475098,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.317481994628906,-122.97318267822266,POINT (-122.97318267822266 45.317481994628906),2318,1,3,secondary,32.55549004614332,57.14727980383679,1.0,1.0,0.0
255,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,3,191.1808013916016,-9.723214149475098,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31731796264648,-122.97346496582033,POINT (-122.97346496582031 45.317317962646484),707,1,5,primary,24.0105032086912,38.20432366761458,1.0,1.0,0.0
256,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,3,208.1964263916016,-13.004464149475098,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3173828125,-122.97350311279295,POINT (-122.97350311279297 45.3173828125),549,1,4,tertiary,7.790643815227446,34.39006032736378,1.0,1.0,0.0
257,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,1,271.1964416503906,-24.25446510314941,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31747817993164,-122.97350311279295,POINT (-122.97350311279297 45.31747817993164),2361,1,4,tertiary,26.932671873414066,44.39670068847154,1.0,1.0,0.0
143,CurbRamp,1.0,0R2JTLibSCNsNb7aGNUzWg,1,296.125,-16.4375,269.8134765625,0.6780929565429681,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31761169433594,-122.95289611816406,POINT (-122.95289611816406 45.31761169433594),844,1,4,tertiary,20.48361952279228,38.94124332805964,0.0,0.0,0.0
149,CurbRamp,1.0,0R2JTLibSCNsNb7aGNUzWg,2,140.7767791748047,-15.5,269.8134765625,0.6780929565429681,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3174057006836,-122.9526824951172,POINT (-122.95268249511719 45.317405700683594),233,1,2,tertiary,30.907411414995163,54.19319508927803,0.0,0.0,0.0
150,CurbRamp,1.0,0R2JTLibSCNsNb7aGNUzWg,2,182.11607360839844,-16.839284896850586,269.8134765625,0.6780929565429681,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3174057006836,-122.9529037475586,POINT (-122.9529037475586 45.317405700683594),825,0,1,tertiary,26.00171387262028,52.02146001500756,0.0,0.0,0.0
16647,NoSidewalk,4.0,SMfl_9ORSGheg-pVFxwfPw,1,300.75,-7.0625,178.2096405029297,-0.078437805175781,001a41c7-cd74-411c-9e3f-959733a916c2,45.29191207885742,-122.96559143066406,POINT (-122.96559143066406 45.29191207885742),10321,1,2,residential,18.230536588676998,0.0,1.0,1.0,0.0
11108,NoSidewalk,3.0,Ocj6T0TyxqqpavY25u6y9Q,1,266.6875,-20.75,269.8497314453125,1.130653381347656,8415a483-a9ce-43cd-9d11-4baaa6fc65ce,45.2878303527832,-122.97209167480467,POINT (-122.97209167480469 45.2878303527832),7151,0,1,residential,7.396059912804233,0.0,0.0,0.0,0.0
18135,NoSidewalk,4.0,Z6Ja9-4wJxpQZPEnn8KSXA,2,337.81695556640625,-9.323660850524902,323.40802001953125,1.379302978515625,bb78d1ab-85d6-4620-a1de-396a5785080a,45.31382369995117,-122.9639663696289,POINT (-122.9639663696289 45.31382369995117),10674,1,2,tertiary,28.68362802911661,0.0,1.0,3.0,0.0
11114,NoSidewalk,4.0,qGRsiNYiqDLxpWicDucBDg,1,177.0,-10.0,180.49952697753903,1.478767395019531,53c06498-dc15-40c3-895c-548f3102d528,45.3172492980957,-122.9838409423828,POINT (-122.98384094238281 45.3172492980957),10123,1,2,tertiary,17.820592420693924,0.0,1.0,1.0,0.0
11258,NoCurbRamp,3.0,jx_AHI8jmXe3sqqfMPTSfQ,1,226.8482208251953,-5.0625,267.80157470703125,0.8676605224609371,25d1bc9a-56a4-433b-8ffb-82309fecf949,45.304344177246094,-122.9739990234375,POINT (-122.9739990234375 45.304344177246094),6323,1,2,residential,15.005878205089276,30.34632829380728,0.0,0.0,0.0
12362,NoSidewalk,4.0,UYoHgRON8wfsfGwvLY37KQ,1,100.5625,-20.125,0.9509662985801692,-0.927932739257812,a5e38991-dc2f-44df-9968-d63a2916e413,45.31290054321289,-122.97883605957033,POINT (-122.97883605957031 45.31290054321289),9310,1,2,residential,11.477090282071751,0.0,0.0,0.0,0.0
10219,NoCurbRamp,3.0,zyirQobjqrFCiMMnryAWhw,1,289.625,-35.0,178.91453552246094,0.96234130859375,bf66138c-6ecf-4bea-8b0a-7485b5b171e9,45.3122444152832,-122.97062683105467,POINT (-122.97062683105469 45.3122444152832),6134,0,1,residential,20.832486490584294,30.920074299676845,0.0,0.0,0.0
254,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,3,135.44642639160156,-4.566964149475098,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31734085083008,-122.97319793701172,POINT (-122.97319793701172 45.31734085083008),3357,1,3,secondary,19.03723505371909,49.48559149726486,1.0,1.0,0.0
258,CurbRamp,2.0,BXRpQcSCGeDCPOMxCTelvA,1,311.6964416503906,-30.81696510314941,180.6696319580078,0.49908447265625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31751251220703,-122.97346496582033,POINT (-122.97346496582031 45.31751251220703),2393,1,4,primary,23.69170320901349,47.7356496551801,1.0,1.0,0.0
16646,NoCurbRamp,4.0,SMfl_9ORSGheg-pVFxwfPw,1,38.0625,-13.25,178.2096405029297,-0.078437805175781,001a41c7-cd74-411c-9e3f-959733a916c2,45.29193115234375,-122.96541595458984,POINT (-122.96541595458984 45.29193115234375),6368,0,1,residential,23.056387820545115,35.40944431583771,1.0,1.0,0.0
11419,Obstacle,4.0,rVLy-ZJ61EbmpKlzxTeEew,2,243.3683013916016,-10.350446701049805,88.58155822753906,0.4189453125,04b21fd2-b61e-4f6f-a65f-3acbc1acd035,45.30558395385742,-122.97888946533205,POINT (-122.97888946533203 45.30558395385742),13516,0,1,tertiary,23.54831373352859,0.0,1.0,1.0,0.0
16658,SurfaceProblem,5.0,eGYq8XqXaZt_WNADTsBd_A,1,250.125,-16.8125,179.99549865722656,1.175445556640625,001a41c7-cd74-411c-9e3f-959733a916c2,45.29238128662109,-122.96561431884766,POINT (-122.96561431884766 45.292381286621094),15776,1,2,residential,23.35948801540065,0.0,1.0,5.0,0.0
14872,SurfaceProblem,2.0,PS4bxr7DByvVEAGzVPzNDw,3,132.3325958251953,-13.634117126464844,266.4115295410156,1.79229736328125,31a1671f-e0f4-430c-810b-b6b1c20772d7,45.29473876953125,-122.96846771240234,POINT (-122.96846771240234 45.29473876953125),15813,0,1,residential,21.929443187462454,0.0,1.0,1.0,0.0
18133,CurbRamp,2.0,Z6Ja9-4wJxpQZPEnn8KSXA,1,339.9375,-20.5625,323.40802001953125,1.379302978515625,bb78d1ab-85d6-4620-a1de-396a5785080a,45.31380844116211,-122.9639663696289,POINT (-122.9639663696289 45.31380844116211),980,1,3,tertiary,28.674881301904467,45.61477950475029,1.0,1.0,0.0
201,CurbRamp,1.0,CfdeCNohW1Dag4_OblCfhw,2,244.0714263916016,-30.73214340209961,177.5980682373047,0.5194854736328121,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31460952758789,-122.9557113647461,POINT (-122.9557113647461 45.31460952758789),1321,1,2,residential,13.225655279858596,773.2290334629602,0.0,0.0,0.0
202,CurbRamp,1.0,PGA8KzfHsiLArN4xXk2Bvw,2,224.9642791748047,-22.51785659790039,178.08334350585938,0.89862060546875,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.314491271972656,-122.95570373535156,POINT (-122.95570373535156 45.314491271972656),1282,1,2,residential,11.85582397751451,782.8856747064827,0.0,0.0,0.0
205,CurbRamp,1.0,Bzy4YCHarFpaHR3RbjJGow,2,128.98214721679688,-28.589284896850582,335.284912109375,-0.8535003662109371,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31418991088867,-122.95550537109376,POINT (-122.95550537109375 45.31418991088867),1265,0,1,residential,12.91906616094281,775.7185433497074,0.0,0.0,0.0
206,CurbRamp,1.0,Bzy4YCHarFpaHR3RbjJGow,2,208.0,-20.553571701049805,335.284912109375,-0.8535003662109371,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31414413452149,-122.95559692382812,POINT (-122.95559692382812 45.314144134521484),976,0,1,residential,14.980674781986911,804.2142491602312,0.0,0.0,0.0
207,CurbRamp,1.0,vhd4KteG1jZlG9MRKqnTFw,2,277.1071472167969,-14.392857551574709,331.3813171386719,-1.398330688476562,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31414031982422,-122.9555892944336,POINT (-122.9555892944336 45.31414031982422),1275,1,2,residential,13.628196748762427,803.0743282082158,0.0,0.0,0.0
208,CurbRamp,1.0,vhd4KteG1jZlG9MRKqnTFw,2,9.875,-26.714284896850582,331.3813171386719,-1.398330688476562,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31417846679688,-122.95549774169922,POINT (-122.95549774169922 45.314178466796875),1268,0,1,residential,13.299046533137988,775.7956931625147,0.0,0.0,0.0
209,CurbRamp,1.0,ILrj05Q-vh2LXpQ65wVcjA,2,73.71428680419922,-34.73214340209961,325.8639831542969,-1.170578002929687,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31401062011719,-122.95535278320312,POINT (-122.95535278320312 45.31401062011719),385,0,1,residential,19.0254987386764,772.8090870807356,0.0,0.0,0.0
211,CurbRamp,2.0,MF-vteCVnoPMiGQJlZW1gg,3,299.6875,-16.890625,359.82080078125,0.497978210449218,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3143196105957,-122.96949768066406,POINT (-122.96949768066406 45.3143196105957),4189,1,3,residential,19.1020229627621,31.85109089276442,1.0,1.0,0.0
210,CurbRamp,2.0,MF-vteCVnoPMiGQJlZW1gg,2,21.0625,-30.8125,359.82080078125,0.497978210449218,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3143310546875,-122.96932983398438,POINT (-122.96932983398438 45.3143310546875),454,1,3,residential,24.04972173880444,38.38015863983724,1.0,1.0,0.0
212,CurbRamp,2.0,MF-vteCVnoPMiGQJlZW1gg,1,145.1875,-28.890625,359.82080078125,0.497978210449218,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.314212799072266,-122.96930694580078,POINT (-122.96930694580078 45.314212799072266),4183,1,3,residential,13.344344504109989,32.935379136883704,1.0,1.0,0.0
213,CurbRamp,2.0,MF-vteCVnoPMiGQJlZW1gg,3,228.25,-12.640625,359.82080078125,0.497978210449218,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31420135498047,-122.96949768066406,POINT (-122.96949768066406 45.31420135498047),4177,1,3,residential,17.516709455777658,25.808359059499757,1.0,1.0,0.0
225,CurbRamp,1.0,q7xl3KJIO2sKB1M4vPe9-A,1,49.9375,-30.078125,340.21685791015625,0.485000610351562,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3157844543457,-122.96945190429688,POINT (-122.96945190429688 45.3157844543457),3271,0,1,residential,31.03198800955887,559.7087204911928,0.0,0.0,0.0
226,CurbRamp,1.0,q7xl3KJIO2sKB1M4vPe9-A,1,1.375,-23.328125,340.21685791015625,0.485000610351562,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31592559814453,-122.96952056884766,POINT (-122.96952056884766 45.31592559814453),3330,0,1,residential,34.59926335566309,543.5775949397739,0.0,0.0,0.0
227,CurbRamp,1.0,VWLTOeqPVI3pJYRSHiwdtQ,1,40.5625,-28.390625,338.8786926269531,0.292320251464843,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31590270996094,-122.9695281982422,POINT (-122.96952819824219 45.31590270996094),4334,0,1,residential,29.645922875095906,551.6482810230463,0.0,0.0,0.0
228,CurbRamp,1.0,VWLTOeqPVI3pJYRSHiwdtQ,1,108.4375,-31.578125,338.8786926269531,0.292320251464843,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.3157958984375,-122.96946716308594,POINT (-122.96946716308594 45.3157958984375),3326,0,1,residential,29.09836199969435,563.9443819032133,0.0,0.0,0.0
232,CurbRamp,1.0,YgJoThbZEuR-J24r9aty9g,1,29.875,-24.640625,354.5855712890625,0.3958740234375,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31630706787109,-122.96964263916016,POINT (-122.96964263916016 45.316307067871094),3334,0,1,residential,31.60012660636272,402.09223349911366,0.0,0.0,0.0
233,CurbRamp,1.0,YgJoThbZEuR-J24r9aty9g,1,18.625,-21.640625,354.5855712890625,0.3958740234375,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31644821166992,-122.9696273803711,POINT (-122.9696273803711 45.31644821166992),3290,0,1,residential,35.52015077790451,351.1825315490037,0.0,0.0,0.0
235,CurbRamp,1.0,xuSWu_LTgf5WL27LXNQoEg,1,89.875,-22.953125,356.5087280273437,0.529998779296875,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.316314697265625,-122.96964263916016,POINT (-122.96964263916016 45.316314697265625),3342,0,1,residential,31.604691659221068,399.31911345937885,0.0,0.0,0.0
18159,CurbRamp,2.0,DiXr-IsDrGXRy7aTrPl54A,1,115.625,-14.1875,312.5450134277344,-0.111183166503906,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.31364059448242,-122.96489715576172,POINT (-122.96489715576172 45.31364059448242),1347,1,2,tertiary,24.13118955591294,34.160874739435314,1.0,1.0,0.0
245,CurbRamp,1.0,XPjIBuRLK3dtpELVC5Madw,1,335.5,-23.5625,0.6331762075424191,0.143043518066406,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31734848022461,-122.96985626220705,POINT (-122.96985626220703 45.31734848022461),343,0,1,secondary,21.066025266237528,31.79628739393337,0.0,0.0,0.0
16664,NoCurbRamp,5.0,P0PwLt82BsJbWSGRO3MTnA,1,316.3125,-18.125,179.15443420410156,2.365432739257812,001a41c7-cd74-411c-9e3f-959733a916c2,45.29290771484375,-122.96564483642578,POINT (-122.96564483642578 45.29290771484375),5814,0,1,tertiary,30.03189920900481,42.77331950389048,1.0,1.0,0.0
18162,NoSidewalk,4.0,Y0Zp6pgON6AIyKwxmsHicA,2,155.4017791748047,-18.303571701049805,265.2188415527344,-0.292442321777343,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.31366729736328,-122.96456909179688,POINT (-122.96456909179688 45.31366729736328),10659,1,2,tertiary,18.04716234202053,0.0,1.0,1.0,0.0
18164,NoSidewalk,5.0,9mVju9GLJpdDM5VA2TXkZw,2,263.6428527832031,-11.071428298950195,226.6429748535156,2.372871398925781,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.307376861572266,-122.97073364257812,POINT (-122.97073364257812 45.307376861572266),9899,1,2,residential,6.077072213949669,0.0,1.0,1.0,0.0
18166,Obstacle,1.0,0tIizh1Mv7pIUfeE2kqM2Q,1,226.9375,-25.4375,88.8464126586914,0.8959503173828121,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.307411193847656,-122.97101593017578,POINT (-122.97101593017578 45.307411193847656),14388,0,1,residential,6.142121717918254,0.0,1.0,1.0,0.0
18165,NoSidewalk,4.0,zU_hX5IvRoF7c-9GnooXFA,1,267.4375,-16.625,90.2687530517578,-0.498344421386718,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.30743789672852,-122.97096252441406,POINT (-122.97096252441406 45.307437896728516),6837,1,2,residential,15.93390420519947,0.0,1.0,1.0,0.0
15620,CurbRamp,2.0,V1-fiwQ5DBGDOBbFo4EFGg,3,246.2142791748047,-20.140625,91.12410736083984,-1.235336303710937,04b21fd2-b61e-4f6f-a65f-3acbc1acd035,45.30789566040039,-122.9580078125,POINT (-122.9580078125 45.30789566040039),1473,1,2,tertiary,16.972868314921556,27.67916057495942,1.0,1.0,0.0
18172,Obstacle,5.0,rhRkdCjhSHKv7EAbrGbWuQ,2,320.5,-20.85714340209961,39.695106506347656,0.050582885742187,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.31151580810547,-122.97064971923828,POINT (-122.97064971923828 45.31151580810547),14173,1,2,tertiary,28.043675148517185,0.0,1.0,1.0,0.0
18173,SurfaceProblem,1.0,3rAPsX5Rv0yoDXfDqH4dbw,3,344.1941833496094,-19.368303298950195,96.41705322265624,-0.5268173217773431,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.31150817871094,-122.9707489013672,POINT (-122.97074890136719 45.31150817871094),15496,0,1,residential,29.75128280341352,0.0,1.0,2.0,0.0
16660,NoCurbRamp,5.0,P0PwLt82BsJbWSGRO3MTnA,1,121.5,-24.125,179.15443420410156,2.365432739257812,001a41c7-cd74-411c-9e3f-959733a916c2,45.292762756347656,-122.96546173095705,POINT (-122.96546173095703 45.292762756347656),6371,1,3,residential,16.53767844511328,28.25891841374963,1.0,1.0,0.0
246,CurbRamp,1.0,XPjIBuRLK3dtpELVC5Madw,1,37.375,-27.875,0.6331762075424191,0.143043518066406,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31735610961914,-122.96965026855467,POINT (-122.96965026855469 45.31735610961914),2878,0,1,secondary,18.497730185058064,34.586111134041225,0.0,0.0,0.0
247,CurbRamp,1.0,x-xA8gcB4FbCDTyJst1G9A,1,106.1875,-33.6875,341.4660949707031,-1.326568603515625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.317344665527344,-122.96965789794922,POINT (-122.96965789794922 45.317344665527344),3214,0,1,secondary,22.66408888552509,35.44217370263779,0.0,0.0,0.0
13699,CurbRamp,1.0,Q7czVCXyndeISE7z0Nzd-Q,1,314.8125,-35.0,178.17665100097656,0.5713729858398431,25844007-c551-44a1-bc86-fdcdf3de77d4,45.30283737182617,-122.9716339111328,POINT (-122.97163391113281 45.30283737182617),3746,1,2,residential,14.022944543458902,33.85957177068637,0.0,0.0,0.0
248,CurbRamp,1.0,x-xA8gcB4FbCDTyJst1G9A,1,284.125,-34.625,341.4660949707031,-1.326568603515625,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.317344665527344,-122.96984100341795,POINT (-122.96984100341797 45.317344665527344),3249,0,1,residential,19.758770201374556,30.01985220806354,0.0,0.0,0.0
249,CurbRamp,1.0,h8YuVo0uybc9eneVvPrYkw,1,231.4375,-26.0,269.7083740234375,-0.301162719726562,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.31734085083008,-122.96984100341795,POINT (-122.96984100341797 45.31734085083008),718,0,1,residential,19.757371073820547,31.079507762510254,0.0,0.0,0.0
260,CurbRamp,2.0,TlPQkibClqX2pINUj2aItw,2,80.41963958740234,-8.200892448425293,180.07159423828125,0.074363708496093,d363619a-53e1-4ef4-a541-bb0278cae7c3,45.317264556884766,-122.97322082519533,POINT (-122.97322082519531 45.317264556884766),3352,1,3,primary,38.809230055134826,62.60239318317064,1.0,1.0,0.0
18186,CurbRamp,3.0,KA6ohFRebU5Q0XtIXLINbg,2,138.8325958251953,-7.6785712242126465,269.95361328125,0.5682525634765621,8b0680f2-18f9-418e-bdf7-4701f5dbfae0,45.31745910644531,-122.9526596069336,POINT (-122.9526596069336 45.31745910644531),882,1,2,secondary,25.408499668174414,44.32495829974949,1.0,1.0,0.0
18149,CurbRamp,2.0,GYx4IAGERtOANvcjtik1EQ,1,146.875,-17.9375,178.58816528320312,0.981498718261718,bb78d1ab-85d6-4620-a1de-396a5785080a,45.311336517333984,-122.9658432006836,POINT (-122.9658432006836 45.311336517333984),1067,1,3,residential,12.564431526192893,25.514909376936245,1.0,1.0,0.0
9265,CurbRamp,1.0,x2jamgaLFOz_kczPG7sy1A,3,220.4468688964844,-14.888392448425291,64.33441925048828,2.056594848632812,31a1671f-e0f4-430c-810b-b6b1c20772d7,45.31232070922852,-122.9461898803711,POINT (-122.9461898803711 45.312320709228516),1350,1,2,secondary,20.227410623494915,40.77674143422048,0.0,0.0,0.0
474,CurbRamp,2.0,SYQliAdgmbT0cHqFnNcOOQ,1,201.125,-35.0,81.18856811523438,-0.534919738769531,b6aafdb5-4aed-4f55-a932-a5bc8f737444,45.303524017333984,-122.95138549804688,POINT (-122.95138549804688 45.303524017333984),1194,0,1,residential,20.786103532673067,570.7194106985726,0.0,0.0,0.0
16687,NoSidewalk,4.0,7aeWS1Q8yj1dxZl11azWOg,1,214.4375,-26.0,176.9705810546875,1.533836364746093,001a41c7-cd74-411c-9e3f-959733a916c2,45.29181289672852,-122.96456909179688,POINT (-122.96456909179688 45.291812896728516),7071,1,2,residential,15.1914494334023,0.0,1.0,1.0,0.0
15807,CurbRamp,2.0,FZAcdoTrdgTPnX4teLnGaA,1,165.9375,-26.0,70.15019226074219,1.488899230957031,31a1671f-e0f4-430c-810b-b6b1c20772d7,45.2957763671875,-122.9717025756836,POINT (-122.9717025756836 45.2957763671875),2600,1,2,tertiary,12.656327139469944,25.554032074565235,1.0,1.0,0.0
18137,CurbRamp,2.0,ykcOlR2VtOzsR1Vx0Uy0PA,1,111.5625,-35.0,358.4610290527344,-1.722023010253906,bb78d1ab-85d6-4620-a1de-396a5785080a,45.311767578125,-122.9637680053711,POINT (-122.9637680053711 45.311767578125),840,1,3,tertiary,21.40861046851949,32.231674844297004,1.0,1.0,0.0
